group_id	review_text	rating	category
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	it's really lighter than the xoom,	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	retina	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	hd	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	more bright and crisp	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	what you have missed out on.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	wifi	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	increased ram	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	an app	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the screen at half brightness,	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	a gb ipad	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	no flash support.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	they'll have at least some flash support.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	ipad	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the app store first. the only difference i've seen with the ipad	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	it looks great	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	"a simple google search for ""airprint any printer"""	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	adding html video.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	virtual keyboard	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	you can give slideshow presentations or display video on external	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the rear camera will be covered up.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the ipad	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the ipad	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	holding the ipad in my hands	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	cameras	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	cameras	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	doubling as a screen protector	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	ipad	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	increased ram	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the android market is making a strong showing,	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	the screen at half brightness,	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	no flash support.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	websites	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	usb/sd/hdmi.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	minor scratches	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	product as described and fair price.	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	didn't meet my needs	4	electronics
more_data/b0013frnkg_preprocess_distilbert_version_2_how is display	tablet	4	electronics
