group_id	review_text	rating	category
b0013frnkg_version_1_how is memory	it feels like it swims around in the original's case	4	electronics
b0013frnkg_version_1_how is memory	amazed about what you have missed out on.	4	electronics
b0013frnkg_version_1_how is memory	16 gig wifi	4	electronics
b0013frnkg_version_1_how is memory	FaceTime	4	electronics
b0013frnkg_version_1_how is memory	Multitasking Support	4	electronics
b0013frnkg_version_1_how is memory	RAM	4	electronics
b0013frnkg_version_1_how is memory	oment is app availability.	4	electronics
b0013frnkg_version_1_how is memory	Battery Life.	4	electronics
b0013frnkg_version_1_how is memory	remote apps for cable boxes and disc players,	4	electronics
b0013frnkg_version_1_how is memory	oleophobic	4	electronics
b0013frnkg_version_1_how is memory	file storage	4	electronics
b0013frnkg_version_1_how is memory	Smart Covers	4	electronics
b0013frnkg_version_1_how is memory	Multitasking Support	4	electronics
b0013frnkg_version_1_how is memory	RAM	4	electronics
b0013frnkg_version_1_how is memory	app availability.	4	electronics
b0013frnkg_version_1_how is memory	requires an adapter.	4	electronics
b0013frnkg_version_1_how is memory	Flash driven	4	electronics
b0013frnkg_version_1_how is memory	Blurry picture and freezes	3	electronics
b0013frnkg_version_1_how is memory	IPAD	5	electronics
b0013frnkg_version_1_how is memory	iPad	5	electronics
b0013frnkg_version_1_how is memory	She loves it.	5	electronics
b0013frnkg_version_1_how is memory	Fast delivery!	5	electronics
b0013frnkg_version_1_how is memory	Amazing	5	electronics
b0013frnkg_version_1_how is memory	has minor scratches	4	electronics
b0013frnkg_version_1_how is memory	does not lag, holds a charge.	5	electronics
b0013frnkg_version_1_how is memory	awesome condition when we received them.	5	electronics
b0013frnkg_version_1_how is memory	slightly worn.	1	electronics
b0013frnkg_version_1_how is memory	micro usb charging cable for an Iphone or mini iPad	3	electronics
b0013frnkg_version_1_how is memory	perfect	5	electronics
b0013frnkg_version_1_how is memory	Excellent!	5	electronics
b0013frnkg_version_1_how is memory	super duper sllllloooowww and heavy	3	electronics
b0013frnkg_version_1_how is memory	iPad	1	electronics
b0013frnkg_version_1_how is memory	Looks brand new no dings, scratches and dents	5	electronics
b0013frnkg_version_1_how is memory	Tablet works great.	4	electronics
b0013frnkg_version_1_how is memory	amazon!	1	electronics
b0013frnkg_version_1_how is memory	the volume button has a mind of it's own.	2	electronics
b0013frnkg_version_1_how is memory	ridiculous!!	2	electronics
b0013frnkg_version_1_how is memory	512 MB of RAM.	5	electronics
b0013frnkg_version_1_how is memory	It comes safely sealed in custom made protective bubble wrap,	5	electronics
b0013frnkg_version_1_how is memory	Good thank.	4	electronics
b0013frnkg_version_1_how is memory	this tablet	5	electronics
b0013frnkg_version_1_how is memory	it just had one little scratch to the back.	5	electronics
b0013frnkg_version_1_how is memory	Use it everyday,	4	electronics
b0013frnkg_version_1_how is memory	Works great	5	electronics
b0013frnkg_version_1_how is memory	device charger	1	electronics
b0013frnkg_version_1_how is memory	It takes longer to open up than my older version.	4	electronics
b0013frnkg_version_1_how is memory	iPad	1	electronics
b0013frnkg_version_1_how is memory	LOCKED.	1	electronics
b0013frnkg_version_1_how is memory	cannot update any further.	1	electronics
b0013frnkg_version_1_how is memory	control button	2	electronics
b0013frnkg_version_1_how is memory	iPad!	5	electronics
b0013frnkg_version_1_how is memory	ipad...	4	electronics
b0013frnkg_version_1_how is memory	Works great!	5	electronics
b0013frnkg_version_1_how is memory	everything is good	4	electronics
b0013frnkg_version_1_how is memory	Works well.	5	electronics
b0013frnkg_version_1_how is memory	He uses it daily.	5	electronics
b0013frnkg_version_1_how is memory	iPad	5	electronics
b0013frnkg_version_1_how is memory	Home button	2	electronics
b0013frnkg_version_1_how is memory	This as been a great investment	5	electronics
b0013frnkg_version_1_how is memory	Battery dies after about 10 minutes of use.	1	electronics
b0013frnkg_version_1_how is memory	iPad 2 is not compatible with the current operating system	4	electronics
b0013frnkg_version_1_how is memory	It works	3	electronics
b0013frnkg_version_1_how is memory	It does run slowly	4	electronics
b0013frnkg_version_1_how is memory	no problems with the device	4	electronics
b0013frnkg_version_1_how is memory	Ipad	4	electronics
b0013frnkg_version_1_how is memory	Great for everything an iPad	5	electronics
b0013frnkg_version_1_how is memory	Excelent product.	5	electronics
b0013frnkg_version_1_how is memory	it was a steal It's brand new and perfect,	5	electronics
b0013frnkg_version_1_how is memory	through dropping on a hard surface.	4	electronics
b0013frnkg_version_1_how is memory	GIFT	4	electronics
b0013frnkg_version_1_how is memory	ipad	1	electronics
b0013frnkg_version_1_how is memory	Terrible	1	electronics
b0013frnkg_version_1_how is memory	Good	5	electronics
b0013frnkg_version_1_how is memory	Camera	4	electronics
b0013frnkg_version_1_how is memory	IPad	1	electronics
b0013frnkg_version_1_how is memory	64 GB	4	electronics
