group_id	review_text	rating	category
b0013frnkg_version_3_how is quality of speaker	painless.	4	electronics
b0013frnkg_version_3_how is quality of speaker	amazed	4	electronics
b0013frnkg_version_3_how is quality of speaker	16 gig wifi	4	electronics
b0013frnkg_version_3_how is quality of speaker	FaceTime	4	electronics
b0013frnkg_version_3_how is quality of speaker	oment is app availability.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Weight.	4	electronics
b0013frnkg_version_3_how is quality of speaker	all usually about the same).	4	electronics
b0013frnkg_version_3_how is quality of speaker	HDMI output.	4	electronics
b0013frnkg_version_3_how is quality of speaker	relatively unbiased	4	electronics
b0013frnkg_version_3_how is quality of speaker	greatly expand the native capability of the iPad.	4	electronics
b0013frnkg_version_3_how is quality of speaker	3G	4	electronics
b0013frnkg_version_3_how is quality of speaker	heavy web video user.	4	electronics
b0013frnkg_version_3_how is quality of speaker	terrible quality	4	electronics
b0013frnkg_version_3_how is quality of speaker	"It always seems to correct ""its"" to ""it's"","	4	electronics
b0013frnkg_version_3_how is quality of speaker	subtracts a star from my rating).	4	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	4	electronics
b0013frnkg_version_3_how is quality of speaker	Great Quality,	5	electronics
b0013frnkg_version_3_how is quality of speaker	absurdly thin.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Glass	4	electronics
b0013frnkg_version_3_how is quality of speaker	Smart Covers	4	electronics
b0013frnkg_version_3_how is quality of speaker	Multitasking Support	4	electronics
b0013frnkg_version_3_how is quality of speaker	showing off.	4	electronics
b0013frnkg_version_3_how is quality of speaker	app availability.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Love	5	electronics
b0013frnkg_version_3_how is quality of speaker	Best tablets	5	electronics
b0013frnkg_version_3_how is quality of speaker	Blurry picture and freezes	3	electronics
b0013frnkg_version_3_how is quality of speaker	IPAD	5	electronics
b0013frnkg_version_3_how is quality of speaker	ipad 2!	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	5	electronics
b0013frnkg_version_3_how is quality of speaker	She loves it.	5	electronics
b0013frnkg_version_3_how is quality of speaker	still working very well.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great product. Fast delivery!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Amazing	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very pleased	5	electronics
b0013frnkg_version_3_how is quality of speaker	awesome condition when we received them.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Awesome price and works perfect.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very pleasantly surprised!	5	electronics
b0013frnkg_version_3_how is quality of speaker	fine, just slightly worn.	1	electronics
b0013frnkg_version_3_how is quality of speaker	otherwise great device for the age	3	electronics
b0013frnkg_version_3_how is quality of speaker	fair price.	4	electronics
b0013frnkg_version_3_how is quality of speaker	It serves me well.	5	electronics
b0013frnkg_version_3_how is quality of speaker	answer questions that [always!] arise during dinnertime conversations.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Didn't meet my needs	4	electronics
b0013frnkg_version_3_how is quality of speaker	clicking	1	electronics
b0013frnkg_version_3_how is quality of speaker	perfect	5	electronics
b0013frnkg_version_3_how is quality of speaker	Excellent!	5	electronics
b0013frnkg_version_3_how is quality of speaker	super duper sllllloooowww and heavy	3	electronics
b0013frnkg_version_3_how is quality of speaker	blown	1	electronics
b0013frnkg_version_3_how is quality of speaker	horrible.	3	electronics
b0013frnkg_version_3_how is quality of speaker	Good product (as description). Good vendor.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Tablet works great.	4	electronics
b0013frnkg_version_3_how is quality of speaker	very good.	1	electronics
b0013frnkg_version_3_how is quality of speaker	volume button	2	electronics
b0013frnkg_version_3_how is quality of speaker	ridiculous!!	2	electronics
b0013frnkg_version_3_how is quality of speaker	Superior product	5	electronics
b0013frnkg_version_3_how is quality of speaker	excellent condition.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Good thank.	4	electronics
b0013frnkg_version_3_how is quality of speaker	very happy	5	electronics
b0013frnkg_version_3_how is quality of speaker	Works Great!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Use it everyday,	4	electronics
b0013frnkg_version_3_how is quality of speaker	Works great	5	electronics
b0013frnkg_version_3_how is quality of speaker	device charger	1	electronics
b0013frnkg_version_3_how is quality of speaker	It takes longer to open up than my older version.	4	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	1	electronics
b0013frnkg_version_3_how is quality of speaker	great rate.	1	electronics
b0013frnkg_version_3_how is quality of speaker	iPad!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very Quickly-	4	electronics
b0013frnkg_version_3_how is quality of speaker	Good ipad...	4	electronics
b0013frnkg_version_3_how is quality of speaker	Apple user,	5	electronics
b0013frnkg_version_3_how is quality of speaker	good purchase.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Happy happy	5	electronics
b0013frnkg_version_3_how is quality of speaker	Works great!	5	electronics
b0013frnkg_version_3_how is quality of speaker	everything is good	4	electronics
b0013frnkg_version_3_how is quality of speaker	Nice deal. Works well.	5	electronics
b0013frnkg_version_3_how is quality of speaker	not very loud.	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	5	electronics
b0013frnkg_version_3_how is quality of speaker	Home button	2	electronics
b0013frnkg_version_3_how is quality of speaker	This as been a great investment	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad 2 is not compatible with the current operating system (iOS 10).	4	electronics
b0013frnkg_version_3_how is quality of speaker	It does run slowly	4	electronics
b0013frnkg_version_3_how is quality of speaker	no problems with the device	4	electronics
b0013frnkg_version_3_how is quality of speaker	Ipad	4	electronics
b0013frnkg_version_3_how is quality of speaker	Great for everything an iPad does.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Excelent product.	5	electronics
b0013frnkg_version_3_how is quality of speaker	It's brand new and perfect,	5	electronics
b0013frnkg_version_3_how is quality of speaker	Well worth the very reasonable price ($150) It has functioned quite well.	4	electronics
b0013frnkg_version_3_how is quality of speaker	GIFT	4	electronics
b0013frnkg_version_3_how is quality of speaker	Not happy	1	electronics
b0013frnkg_version_3_how is quality of speaker	Thanks	5	electronics
b0013frnkg_version_3_how is quality of speaker	Terrible	1	electronics
b0013frnkg_version_3_how is quality of speaker	Great service and a quality product.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Good	5	electronics
b0013frnkg_version_3_how is quality of speaker	Camera	4	electronics
b0013frnkg_version_3_how is quality of speaker	thanks	5	electronics
b0013frnkg_version_3_how is quality of speaker	IPad	1	electronics
b0013frnkg_version_3_how is quality of speaker	it's an older model,	4	electronics
b0013frnkg_version_3_how is quality of speaker	Works as advertised.	3	electronics
b0013frnkg_version_3_how is quality of speaker	purfecly working.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very nice	5	electronics
b0013frnkg_version_3_how is quality of speaker	App	5	electronics
b0013frnkg_version_3_how is quality of speaker	barely speak English	1	electronics
b0013frnkg_version_3_how is quality of speaker	Excellent	5	electronics
b0013frnkg_version_3_how is quality of speaker	great	5	electronics
b0013frnkg_version_3_how is quality of speaker	change the covers each year	5	electronics
b0013frnkg_version_3_how is quality of speaker	Product is awesome.	5	electronics
b0013frnkg_version_3_how is quality of speaker	excellent seller, great product.	5	electronics
b0013frnkg_version_3_how is quality of speaker	happy with its operation.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Amazing item. Work great.	5	electronics
b0013frnkg_version_3_how is quality of speaker	netter	5	electronics
b0013frnkg_version_3_how is quality of speaker	it works well	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great purchase	5	electronics
b0013frnkg_version_3_how is quality of speaker	this works great.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Tablet works perfectly.	5	electronics
b0013frnkg_version_3_how is quality of speaker	LOVE IT	5	electronics
b0013frnkg_version_3_how is quality of speaker	All that shows up is the time when you turn it on.	1	electronics
b0013frnkg_version_3_how is quality of speaker	Excellent iPad.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Ok product	4	electronics
b0013frnkg_version_3_how is quality of speaker	IPAD	4	electronics
b0013frnkg_version_3_how is quality of speaker	Excellent condition	5	electronics
b0013frnkg_version_3_how is quality of speaker	great	5	electronics
b0013frnkg_version_3_how is quality of speaker	works fine	5	electronics
b0013frnkg_version_3_how is quality of speaker	resolution is poor,	1	electronics
b0013frnkg_version_3_how is quality of speaker	Extremely disappointing.	1	electronics
b0013frnkg_version_3_how is quality of speaker	Works well, good buy!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great product and very quick delivery!!!	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	1	electronics
b0013frnkg_version_3_how is quality of speaker	iPad Air 2. Received with no problems.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Incredibly slow machine.	2	electronics
b0013frnkg_version_3_how is quality of speaker	it has worked perfectly	5	electronics
b0013frnkg_version_3_how is quality of speaker	great product	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	5	electronics
b0013frnkg_version_3_how is quality of speaker	Slow;	3	electronics
b0013frnkg_version_3_how is quality of speaker	Apps	3	electronics
b0013frnkg_version_3_how is quality of speaker	The convenience of this product over a laptop	5	electronics
b0013frnkg_version_3_how is quality of speaker	slow	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very slow.	3	electronics
b0013frnkg_version_3_how is quality of speaker	slow	4	electronics
b0013frnkg_version_3_how is quality of speaker	It was in way better condition than expected and actually worked perfectly!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Ipad 2,	3	electronics
b0013frnkg_version_3_how is quality of speaker	Love it best tablet	5	electronics
b0013frnkg_version_3_how is quality of speaker	It is working for what I need	5	electronics
b0013frnkg_version_3_how is quality of speaker	defective.	1	electronics
b0013frnkg_version_3_how is quality of speaker	Very slow.	2	electronics
b0013frnkg_version_3_how is quality of speaker	all is good	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad...	5	electronics
b0013frnkg_version_3_how is quality of speaker	Good price for a small computer.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Works well. Looks brand new. My wife is loving it.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Super slow	1	electronics
b0013frnkg_version_3_how is quality of speaker	very happy with the purchase. Everything was as described in the offer.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Still going strong	4	electronics
b0013frnkg_version_3_how is quality of speaker	happy	5	electronics
b0013frnkg_version_3_how is quality of speaker	harkerelectronics	5	electronics
b0013frnkg_version_3_how is quality of speaker	IPad	1	electronics
b0013frnkg_version_3_how is quality of speaker	great..	5	electronics
b0013frnkg_version_3_how is quality of speaker	Everything as I expected!	5	electronics
b0013frnkg_version_3_how is quality of speaker	great condition	3	electronics
b0013frnkg_version_3_how is quality of speaker	All good, no problems.	5	electronics
b0013frnkg_version_3_how is quality of speaker	wifi	5	electronics
b0013frnkg_version_3_how is quality of speaker	excellent condition and was exactly as described.	5	electronics
b0013frnkg_version_3_how is quality of speaker	As advertised!	5	electronics
b0013frnkg_version_3_how is quality of speaker	super dependable.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Fast shipping and work as expected.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very good	5	electronics
b0013frnkg_version_3_how is quality of speaker	very fast delivery.	5	electronics
b0013frnkg_version_3_how is quality of speaker	no issues	5	electronics
b0013frnkg_version_3_how is quality of speaker	Perfect no problem whatsoever	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Faint signs of usage.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Awesome and fast	5	electronics
b0013frnkg_version_3_how is quality of speaker	nice	5	electronics
b0013frnkg_version_3_how is quality of speaker	Wonderful condition	5	electronics
b0013frnkg_version_3_how is quality of speaker	Love the iPad	3	electronics
b0013frnkg_version_3_how is quality of speaker	it makes dial sound even when mute.	3	electronics
b0013frnkg_version_3_how is quality of speaker	good	5	electronics
b0013frnkg_version_3_how is quality of speaker	Perfect condition. Works great.	5	electronics
b0013frnkg_version_3_how is quality of speaker	fine	5	electronics
b0013frnkg_version_3_how is quality of speaker	Thanks.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great price works great	5	electronics
b0013frnkg_version_3_how is quality of speaker	great deal	5	electronics
b0013frnkg_version_3_how is quality of speaker	"""like new"" condition."	5	electronics
b0013frnkg_version_3_how is quality of speaker	It freezes all the time.	1	electronics
b0013frnkg_version_3_how is quality of speaker	Great product. Smooth transaction.	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad fine,	4	electronics
b0013frnkg_version_3_how is quality of speaker	black screen	1	electronics
b0013frnkg_version_3_how is quality of speaker	Satisfied	4	electronics
b0013frnkg_version_3_how is quality of speaker	dissatisfied	1	electronics
b0013frnkg_version_3_how is quality of speaker	ipad.	1	electronics
b0013frnkg_version_3_how is quality of speaker	very good condition	5	electronics
b0013frnkg_version_3_how is quality of speaker	ipad,	5	electronics
b0013frnkg_version_3_how is quality of speaker	It runs a little slow	4	electronics
b0013frnkg_version_3_how is quality of speaker	Arrived in very good condition.	5	electronics
b0013frnkg_version_3_how is quality of speaker	works great.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Works perfect	5	electronics
b0013frnkg_version_3_how is quality of speaker	everything as advertised.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Wife is enjoying it!	4	electronics
b0013frnkg_version_3_how is quality of speaker	very great full to the seller.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Happy	5	electronics
b0013frnkg_version_3_how is quality of speaker	Satisfied	5	electronics
b0013frnkg_version_3_how is quality of speaker	It's great It just don't have a calculator	4	electronics
b0013frnkg_version_3_how is quality of speaker	Very nice	5	electronics
b0013frnkg_version_3_how is quality of speaker	t	2	electronics
b0013frnkg_version_3_how is quality of speaker	very clean	5	electronics
b0013frnkg_version_3_how is quality of speaker	home button	3	electronics
b0013frnkg_version_3_how is quality of speaker	extremely satisfied	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great customer service.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great iPad	5	electronics
b0013frnkg_version_3_how is quality of speaker	Better than I expected.	5	electronics
b0013frnkg_version_3_how is quality of speaker	EXCELLENT TABLET	5	electronics
b0013frnkg_version_3_how is quality of speaker	love it	5	electronics
b0013frnkg_version_3_how is quality of speaker	perfect condition,	5	electronics
b0013frnkg_version_3_how is quality of speaker	Excellent price, shipping condition.	5	electronics
b0013frnkg_version_3_how is quality of speaker	obsolete.	1	electronics
b0013frnkg_version_3_how is quality of speaker	like it.	4	electronics
b0013frnkg_version_3_how is quality of speaker	It works.	2	electronics
b0013frnkg_version_3_how is quality of speaker	yes like it good	4	electronics
b0013frnkg_version_3_how is quality of speaker	Ok product	2	electronics
b0013frnkg_version_3_how is quality of speaker	Tablet	5	electronics
b0013frnkg_version_3_how is quality of speaker	goooooooooood	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very discussed	1	electronics
b0013frnkg_version_3_how is quality of speaker	Best	5	electronics
b0013frnkg_version_3_how is quality of speaker	Works great!	5	electronics
b0013frnkg_version_3_how is quality of speaker	pleased	4	electronics
b0013frnkg_version_3_how is quality of speaker	great product - works perfect.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Operates very smoothly.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Service was excellent!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Good product,	5	electronics
b0013frnkg_version_3_how is quality of speaker	Everything seems good.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Works great.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Thank you	3	electronics
b0013frnkg_version_3_how is quality of speaker	highly recommend this tablet for the basic iPad user.	5	electronics
b0013frnkg_version_3_how is quality of speaker	iPad	2	electronics
b0013frnkg_version_3_how is quality of speaker	ipad is excellent	5	electronics
b0013frnkg_version_3_how is quality of speaker	wonderful!!!!	5	electronics
b0013frnkg_version_3_how is quality of speaker	Good condition	4	electronics
b0013frnkg_version_3_how is quality of speaker	iPad.	4	electronics
b0013frnkg_version_3_how is quality of speaker	Great deal	5	electronics
b0013frnkg_version_3_how is quality of speaker	works perfectly.	5	electronics
b0013frnkg_version_3_how is quality of speaker	still working just fine	4	electronics
b0013frnkg_version_3_how is quality of speaker	completely satisfied	5	electronics
b0013frnkg_version_3_how is quality of speaker	The display very grainy	1	electronics
b0013frnkg_version_3_how is quality of speaker	Works amazing.	5	electronics
b0013frnkg_version_3_how is quality of speaker	happy whit my purchase...	5	electronics
b0013frnkg_version_3_how is quality of speaker	nice and fast	5	electronics
b0013frnkg_version_3_how is quality of speaker	Not all the mentioned features are working/good.	1	electronics
b0013frnkg_version_3_how is quality of speaker	Very nice.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Manly.	5	electronics
b0013frnkg_version_3_how is quality of speaker	pleased.	5	electronics
b0013frnkg_version_3_how is quality of speaker	battery held up amazingly.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Overall not totally satisfied.	3	electronics
b0013frnkg_version_3_how is quality of speaker	Very good	5	electronics
b0013frnkg_version_3_how is quality of speaker	Very disappointed.	1	electronics
b0013frnkg_version_3_how is quality of speaker	it balky	5	electronics
b0013frnkg_version_3_how is quality of speaker	the screen is flawless.	5	electronics
b0013frnkg_version_3_how is quality of speaker	everyday.	5	electronics
b0013frnkg_version_3_how is quality of speaker	Great tablet, better than expected,	5	electronics
b0013frnkg_version_3_how is quality of speaker	next option in a second.	1	electronics
b0013frnkg_version_3_how is quality of speaker	Very Happy with my iPad	5	electronics
b0013frnkg_version_3_how is quality of speaker	One is clearly more superior	2	electronics
b0013frnkg_version_3_how is quality of speaker	A+	4	electronics
b0013frnkg_version_3_how is quality of speaker	Weak!	3	electronics
