group_id	review_text	rating	category
b0013frnkg_version_1_how is sound	Seemless.	4	electronics
b0013frnkg_version_1_how is sound	it feels like it swims around in the original's case	4	electronics
b0013frnkg_version_1_how is sound	16 gig wifi	4	electronics
b0013frnkg_version_1_how is sound	FaceTime	4	electronics
b0013frnkg_version_1_how is sound	Multitasking Support	4	electronics
b0013frnkg_version_1_how is sound	oment is app availability.	4	electronics
b0013frnkg_version_1_how is sound	Battery Life.	4	electronics
b0013frnkg_version_1_how is sound	remote apps for cable boxes and disc players,	4	electronics
b0013frnkg_version_1_how is sound	oleophobic	4	electronics
b0013frnkg_version_1_how is sound	Very good	5	electronics
b0013frnkg_version_1_how is sound	Smart Covers	4	electronics
b0013frnkg_version_1_how is sound	Multitasking Support	4	electronics
b0013frnkg_version_1_how is sound	Apps	4	electronics
b0013frnkg_version_1_how is sound	app availability.	4	electronics
b0013frnkg_version_1_how is sound	Flash driven	4	electronics
b0013frnkg_version_1_how is sound	"""find my iphone"""	1	electronics
b0013frnkg_version_1_how is sound	Blurry picture and freezes	3	electronics
b0013frnkg_version_1_how is sound	IPAD	5	electronics
b0013frnkg_version_1_how is sound	ipad 2!	5	electronics
b0013frnkg_version_1_how is sound	iPad	5	electronics
b0013frnkg_version_1_how is sound	it.	5	electronics
b0013frnkg_version_1_how is sound	Fast delivery!	5	electronics
b0013frnkg_version_1_how is sound	Amazing	5	electronics
b0013frnkg_version_1_how is sound	minor scratches	4	electronics
b0013frnkg_version_1_how is sound	does not lag, holds a charge.	5	electronics
b0013frnkg_version_1_how is sound	awesome condition when we received them.	5	electronics
b0013frnkg_version_1_how is sound	slightly worn.	1	electronics
b0013frnkg_version_1_how is sound	micro usb charging cable for an Iphone or mini iPad	3	electronics
b0013frnkg_version_1_how is sound	bunk soldering and missing screws.	1	electronics
b0013frnkg_version_1_how is sound	iPad	5	electronics
b0013frnkg_version_1_how is sound	clicking	1	electronics
b0013frnkg_version_1_how is sound	Excellent!	5	electronics
b0013frnkg_version_1_how is sound	blown	1	electronics
b0013frnkg_version_1_how is sound	camera quality is horrible. Just save and buy a new ipad	3	electronics
b0013frnkg_version_1_how is sound	Tablet	4	electronics
b0013frnkg_version_1_how is sound	volume button	2	electronics
b0013frnkg_version_1_how is sound	ing a month	2	electronics
b0013frnkg_version_1_how is sound	safe and sound	5	electronics
b0013frnkg_version_1_how is sound	Good thank.	4	electronics
b0013frnkg_version_1_how is sound	wifi only.	4	electronics
b0013frnkg_version_1_how is sound	device charger	1	electronics
b0013frnkg_version_1_how is sound	It takes longer to open up than my older version.	4	electronics
b0013frnkg_version_1_how is sound	iPad	1	electronics
b0013frnkg_version_1_how is sound	control button	2	electronics
b0013frnkg_version_1_how is sound	iPad!	5	electronics
b0013frnkg_version_1_how is sound	it's a good purchase.	5	electronics
b0013frnkg_version_1_how is sound	Happy happy	5	electronics
b0013frnkg_version_1_how is sound	everything is good	4	electronics
b0013frnkg_version_1_how is sound	speaker is not very loud.	5	electronics
b0013frnkg_version_1_how is sound	iPad	5	electronics
b0013frnkg_version_1_how is sound	Home button	2	electronics
b0013frnkg_version_1_how is sound	plugged it up to chargend	1	electronics
b0013frnkg_version_1_how is sound	Battery	1	electronics
b0013frnkg_version_1_how is sound	iPad 2 is not compatible with the current operating system (iOS 10).	4	electronics
b0013frnkg_version_1_how is sound	its dinged up	3	electronics
b0013frnkg_version_1_how is sound	It does run slowly	4	electronics
b0013frnkg_version_1_how is sound	Ipad	4	electronics
b0013frnkg_version_1_how is sound	iPad	5	electronics
b0013frnkg_version_1_how is sound	Excelent product.	5	electronics
b0013frnkg_version_1_how is sound	it was a steal It's brand new and perfect,	5	electronics
b0013frnkg_version_1_how is sound	dropping on a hard surface.	4	electronics
b0013frnkg_version_1_how is sound	GIFT	4	electronics
b0013frnkg_version_1_how is sound	Not happy	1	electronics
b0013frnkg_version_1_how is sound	Terrible	1	electronics
b0013frnkg_version_1_how is sound	Good	5	electronics
b0013frnkg_version_1_how is sound	Camera isn't all that good unless your outdoors in a natural lighting.	4	electronics
b0013frnkg_version_1_how is sound	thanks	5	electronics
b0013frnkg_version_1_how is sound	IPad	1	electronics
b0013frnkg_version_1_how is sound	No scratches	5	electronics
b0013frnkg_version_1_how is sound	purfecly working.	5	electronics
b0013frnkg_version_1_how is sound	Very nice	5	electronics
b0013frnkg_version_1_how is sound	App	5	electronics
b0013frnkg_version_1_how is sound	It was a gift - she loved it.	5	electronics
